Id,Text,Sentiment,Aspect
3, I bought this laptop Was the worst Laptop I've ever bought. I spent alot of money on this product and its been a nightmare. And having to deal with the company has been a even worse nightmare. I sent it to them to fix in perfect condition but for what was wrong with it. They sent it back with a huge crack in it and it still didn't work. And that was the fourth time ive sent it to them to get fixed. Its been a year and am still waiting to see what there going to do about my laptop. So if anyones looking to buy a computer or laptop you should stay far far away from any that have the name TOSHIBA on it...,negative,SUPPORT_QUALITY
3, I bought this laptop Was the worst Laptop I've ever bought. I spent alot of money on this product and its been a nightmare. And having to deal with the company has been a even worse nightmare. I sent it to them to fix in perfect condition but for what was wrong with it. They sent it back with a huge crack in it and it still didn't work. And that was the fourth time ive sent it to them to get fixed. Its been a year and am still waiting to see what there going to do about my laptop. So if anyones looking to buy a computer or laptop you should stay far far away from any that have the name TOSHIBA on it...,negative,COMPANY_GENERAL
4," So far, a great product. High price tag, however. Still trying to learn how to use it.",positive,LAPTOP_GENERAL
4," So far, a great product. High price tag, however. Still trying to learn how to use it.",negative,LAPTOP_PRICE
4," So far, a great product. High price tag, however. Still trying to learn how to use it.",neutral,LAPTOP_USABILITY
5," This laptop is a great price and has a sleek look. Runs smooth and quick. I wish it had a webcam though, then it would be perfect!",positive,LAPTOP_PRICE
5," This laptop is a great price and has a sleek look. Runs smooth and quick. I wish it had a webcam though, then it would be perfect!",conflict,LAPTOP_DESIGN_FEATURES
5," This laptop is a great price and has a sleek look. Runs smooth and quick. I wish it had a webcam though, then it would be perfect!",positive,LAPTOP_OPERATION_PERFORMANCE
5," This laptop is a great price and has a sleek look. Runs smooth and quick. I wish it had a webcam though, then it would be perfect!",positive,LAPTOP_GENERAL
6," HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked. But as time went on I found it almost impossible to keep the thing on-line through wi-fi. Eventually the screen went blank and the computer would not turn on. HP said it was out of warranty. Guess I'll stay away from HP.",negative,LAPTOP_GENERAL
6," HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked. But as time went on I found it almost impossible to keep the thing on-line through wi-fi. Eventually the screen went blank and the computer would not turn on. HP said it was out of warranty. Guess I'll stay away from HP.",negative,LAPTOP_CONNECTIVITY
6," HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked. But as time went on I found it almost impossible to keep the thing on-line through wi-fi. Eventually the screen went blank and the computer would not turn on. HP said it was out of warranty. Guess I'll stay away from HP.",negative,DISPLAY_OPERATION_PERFORMANCE
6," HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked. But as time went on I found it almost impossible to keep the thing on-line through wi-fi. Eventually the screen went blank and the computer would not turn on. HP said it was out of warranty. Guess I'll stay away from HP.",negative,LAPTOP_OPERATION_PERFORMANCE
6," HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked. But as time went on I found it almost impossible to keep the thing on-line through wi-fi. Eventually the screen went blank and the computer would not turn on. HP said it was out of warranty. Guess I'll stay away from HP.",negative,COMPANY_GENERAL
7," Great price and computer! I bought this laptop computer for my parents, they only access their facebook and e-mail accounts, see family pictures, etc. They loved it. It's easy to operate and it's very light (my parents are almost 60 yo, they can't carry a heavy computer while traveling). But here's something I hadn't realized before buying it: there isn't an optical drive, which means NO CDs or DVDs!",positive,LAPTOP_PRICE
7," Great price and computer! I bought this laptop computer for my parents, they only access their facebook and e-mail accounts, see family pictures, etc. They loved it. It's easy to operate and it's very light (my parents are almost 60 yo, they can't carry a heavy computer while traveling). But here's something I hadn't realized before buying it: there isn't an optical drive, which means NO CDs or DVDs!",positive,LAPTOP_GENERAL
7," Great price and computer! I bought this laptop computer for my parents, they only access their facebook and e-mail accounts, see family pictures, etc. They loved it. It's easy to operate and it's very light (my parents are almost 60 yo, they can't carry a heavy computer while traveling). But here's something I hadn't realized before buying it: there isn't an optical drive, which means NO CDs or DVDs!",positive,LAPTOP_USABILITY
7," Great price and computer! I bought this laptop computer for my parents, they only access their facebook and e-mail accounts, see family pictures, etc. They loved it. It's easy to operate and it's very light (my parents are almost 60 yo, they can't carry a heavy computer while traveling). But here's something I hadn't realized before buying it: there isn't an optical drive, which means NO CDs or DVDs!",conflict,LAPTOP_DESIGN_FEATURES
7," Great price and computer! I bought this laptop computer for my parents, they only access their facebook and e-mail accounts, see family pictures, etc. They loved it. It's easy to operate and it's very light (my parents are almost 60 yo, they can't carry a heavy computer while traveling). But here's something I hadn't realized before buying it: there isn't an optical drive, which means NO CDs or DVDs!",positive,LAPTOP_PORTABILITY
8," I have loved this since i took it out of the box. The battery is really long. the features are great, the only thing it needs is better speakers.",positive,LAPTOP_GENERAL
8," I have loved this since i took it out of the box. The battery is really long. the features are great, the only thing it needs is better speakers.",positive,BATTERY_OPERATION_PERFORMANCE
8," I have loved this since i took it out of the box. The battery is really long. the features are great, the only thing it needs is better speakers.",positive,LAPTOP_DESIGN_FEATURES
8," I have loved this since i took it out of the box. The battery is really long. the features are great, the only thing it needs is better speakers.",negative,MULTIMEDIA_DEVICES_GENERAL
9," Waited on getting this computer, but it has been a great change. Ease of use is just one of the benefits I love about my Mac.",positive,LAPTOP_GENERAL
9," Waited on getting this computer, but it has been a great change. Ease of use is just one of the benefits I love about my Mac.",positive,LAPTOP_USABILITY
10, It had most of the features and all of the power that I wanted to replace my desktop machine. I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise. I'm very happy with this machine!,positive,LAPTOP_DESIGN_FEATURES
10, It had most of the features and all of the power that I wanted to replace my desktop machine. I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise. I'm very happy with this machine!,positive,LAPTOP_OPERATION_PERFORMANCE
10, It had most of the features and all of the power that I wanted to replace my desktop machine. I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise. I'm very happy with this machine!,positive,LAPTOP_PORTABILITY
10, It had most of the features and all of the power that I wanted to replace my desktop machine. I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise. I'm very happy with this machine!,positive,LAPTOP_GENERAL
11," This MacBook is an outstanding product with great value. Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat. Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed. It does run a little warm but that is a negligible concern.",positive,LAPTOP_GENERAL
11," This MacBook is an outstanding product with great value. Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat. Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed. It does run a little warm but that is a negligible concern.",positive,LAPTOP_USABILITY
11," This MacBook is an outstanding product with great value. Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat. Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed. It does run a little warm but that is a negligible concern.",positive,SUPPORT_QUALITY
11," This MacBook is an outstanding product with great value. Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat. Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed. It does run a little warm but that is a negligible concern.",positive,BATTERY_OPERATION_PERFORMANCE
11," This MacBook is an outstanding product with great value. Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat. Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed. It does run a little warm but that is a negligible concern.",positive,LAPTOP_OPERATION_PERFORMANCE
11," This MacBook is an outstanding product with great value. Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat. Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed. It does run a little warm but that is a negligible concern.",neutral,LAPTOP_QUALITY
12," The image is great, and the soud is excelent. i love ths notebook.",positive,DISPLAY_QUALITY
12," The image is great, and the soud is excelent. i love ths notebook.",positive,MULTIMEDIA_DEVICES_QUALITY
12," The image is great, and the soud is excelent. i love ths notebook.",positive,LAPTOP_GENERAL
13, Small and light weight. Speakers too small to be of any real use. Keyboard good sized and wasy to use. I like it!,positive,LAPTOP_DESIGN_FEATURES
13, Small and light weight. Speakers too small to be of any real use. Keyboard good sized and wasy to use. I like it!,negative,MULTIMEDIA_DEVICES_DESIGN_FEATURES
13, Small and light weight. Speakers too small to be of any real use. Keyboard good sized and wasy to use. I like it!,negative,MULTIMEDIA_DEVICES_USABILITY
13, Small and light weight. Speakers too small to be of any real use. Keyboard good sized and wasy to use. I like it!,positive,KEYBOARD_DESIGN_FEATURES
13, Small and light weight. Speakers too small to be of any real use. Keyboard good sized and wasy to use. I like it!,positive,KEYBOARD_USABILITY
13, Small and light weight. Speakers too small to be of any real use. Keyboard good sized and wasy to use. I like it!,positive,LAPTOP_GENERAL
14," This is a great machine! The design is awesome, quality is unprecedented.",positive,LAPTOP_GENERAL
14," This is a great machine! The design is awesome, quality is unprecedented.",positive,LAPTOP_DESIGN_FEATURES
14," This is a great machine! The design is awesome, quality is unprecedented.",positive,LAPTOP_QUALITY
15, This just keeps having it's hard drive replaced! Acer won't replace the laptop. the manufacturer's warranty only covers replacement/repair of parts. This thing is a lemon.,negative,HARD_DISC_QUALITY
15, This just keeps having it's hard drive replaced! Acer won't replace the laptop. the manufacturer's warranty only covers replacement/repair of parts. This thing is a lemon.,negative,SUPPORT_QUALITY
15, This just keeps having it's hard drive replaced! Acer won't replace the laptop. the manufacturer's warranty only covers replacement/repair of parts. This thing is a lemon.,negative,WARRANTY_GENERAL
15, This just keeps having it's hard drive replaced! Acer won't replace the laptop. the manufacturer's warranty only covers replacement/repair of parts. This thing is a lemon.,negative,LAPTOP_QUALITY
15, This just keeps having it's hard drive replaced! Acer won't replace the laptop. the manufacturer's warranty only covers replacement/repair of parts. This thing is a lemon.,negative,LAPTOP_GENERAL
16, I love the glass touchpad. Easy learning curve. Also the display is exceptional!,positive,MOUSE_DESIGN_FEATURES
16, I love the glass touchpad. Easy learning curve. Also the display is exceptional!,positive,LAPTOP_USABILITY
16, I love the glass touchpad. Easy learning curve. Also the display is exceptional!,positive,DISPLAY_GENERAL
16, I love the glass touchpad. Easy learning curve. Also the display is exceptional!,positive,LAPTOP_GENERAL
17, Very good quality and well made. Great pick for portability and affordability. The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,positive,LAPTOP_QUALITY
17, Very good quality and well made. Great pick for portability and affordability. The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,positive,LAPTOP_PORTABILITY
17, Very good quality and well made. Great pick for portability and affordability. The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,positive,LAPTOP_PRICE
17, Very good quality and well made. Great pick for portability and affordability. The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,positive,LAPTOP_DESIGN_FEATURES
17, Very good quality and well made. Great pick for portability and affordability. The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,positive,LAPTOP_GENERAL
18, This computer is the ideal college companion. It's software and speed enable it to do amazing things.,positive,LAPTOP_MISCELLANEOUS
18, This computer is the ideal college companion. It's software and speed enable it to do amazing things.,positive,LAPTOP_OPERATION_PERFORMANCE
18, This computer is the ideal college companion. It's software and speed enable it to do amazing things.,positive,SOFTWARE_GENERAL
18, This computer is the ideal college companion. It's software and speed enable it to do amazing things.,positive,LAPTOP_GENERAL
19," It was too cheaply constructed. It also gave me an introduction to Windows 8, which I hope will be discontinued it the future.",negative,LAPTOP_QUALITY
19," It was too cheaply constructed. It also gave me an introduction to Windows 8, which I hope will be discontinued it the future.",negative,OS_GENERAL
19," It was too cheaply constructed. It also gave me an introduction to Windows 8, which I hope will be discontinued it the future.",negative,LAPTOP_GENERAL
20," If you need an affordable, entry-level laptop, this will fit the bill. I dislike the weight and size, cubersome. I dislike the quality and the placement of the speakers. Overall, it's ok.",positive,LAPTOP_PRICE
20," If you need an affordable, entry-level laptop, this will fit the bill. I dislike the weight and size, cubersome. I dislike the quality and the placement of the speakers. Overall, it's ok.",positive,LAPTOP_MISCELLANEOUS
20," If you need an affordable, entry-level laptop, this will fit the bill. I dislike the weight and size, cubersome. I dislike the quality and the placement of the speakers. Overall, it's ok.",negative,LAPTOP_PORTABILITY
20," If you need an affordable, entry-level laptop, this will fit the bill. I dislike the weight and size, cubersome. I dislike the quality and the placement of the speakers. Overall, it's ok.",negative,LAPTOP_DESIGN_FEATURES
20," If you need an affordable, entry-level laptop, this will fit the bill. I dislike the weight and size, cubersome. I dislike the quality and the placement of the speakers. Overall, it's ok.",negative,MULTIMEDIA_DEVICES_QUALITY
20," If you need an affordable, entry-level laptop, this will fit the bill. I dislike the weight and size, cubersome. I dislike the quality and the placement of the speakers. Overall, it's ok.",negative,MULTIMEDIA_DEVICES_DESIGN_FEATURES
20," If you need an affordable, entry-level laptop, this will fit the bill. I dislike the weight and size, cubersome. I dislike the quality and the placement of the speakers. Overall, it's ok.",neutral,LAPTOP_GENERAL
21," My son and his family have a hard time financially because he is self-employed so the family had no computer of any kind, and kyle the oldest child is 12 and really need something to help him in school. so we got a good deal on hsn for an ascer notebook and we bought it for him. He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started. now he mows yards so he can earn the money for the wireless internet. I would recomend this acer to parents and grandparents it can really help them in school.",positive,LAPTOP_GENERAL
21," My son and his family have a hard time financially because he is self-employed so the family had no computer of any kind, and kyle the oldest child is 12 and really need something to help him in school. so we got a good deal on hsn for an ascer notebook and we bought it for him. He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started. now he mows yards so he can earn the money for the wireless internet. I would recomend this acer to parents and grandparents it can really help them in school.",positive,LAPTOP_USABILITY
21," My son and his family have a hard time financially because he is self-employed so the family had no computer of any kind, and kyle the oldest child is 12 and really need something to help him in school. so we got a good deal on hsn for an ascer notebook and we bought it for him. He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started. now he mows yards so he can earn the money for the wireless internet. I would recomend this acer to parents and grandparents it can really help them in school.",positive,LAPTOP_MISCELLANEOUS
22, the laptop was really good and it goes really fast just the way i thought it would of run. i would really recommend to any person out there to get this laptop cause its really worth it. and its really cheap and you wont regret buying it.,positive,LAPTOP_GENERAL
22, the laptop was really good and it goes really fast just the way i thought it would of run. i would really recommend to any person out there to get this laptop cause its really worth it. and its really cheap and you wont regret buying it.,positive,LAPTOP_OPERATION_PERFORMANCE
22, the laptop was really good and it goes really fast just the way i thought it would of run. i would really recommend to any person out there to get this laptop cause its really worth it. and its really cheap and you wont regret buying it.,positive,LAPTOP_PRICE
23," The Notebook PC,Toshiba Qosmio is the best gift my father could have ever gotten me. He gave me this PC about 3 years ago and up to this point im still sitting here using it. Its still going. It is in the best condition and has a really high quality. This is something i would deffinately reccomend to someone. You will not regret buying such a great thing like this! It can't get any better.",positive,LAPTOP_GENERAL
23," The Notebook PC,Toshiba Qosmio is the best gift my father could have ever gotten me. He gave me this PC about 3 years ago and up to this point im still sitting here using it. Its still going. It is in the best condition and has a really high quality. This is something i would deffinately reccomend to someone. You will not regret buying such a great thing like this! It can't get any better.",positive,LAPTOP_QUALITY
24, it is the worst computer dell ever made. it is hard to fix and makes it a hassle to own one. breaks easily. only good thing is the graphics quality.,negative,LAPTOP_GENERAL
24, it is the worst computer dell ever made. it is hard to fix and makes it a hassle to own one. breaks easily. only good thing is the graphics quality.,negative,LAPTOP_QUALITY
24, it is the worst computer dell ever made. it is hard to fix and makes it a hassle to own one. breaks easily. only good thing is the graphics quality.,positive,GRAPHICS_QUALITY
25," It rarely works and when it does it's incredibly slow. I have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more then 4 months! *IF YOU ARE LOOKING FOR A GOOD LAPTOP, THIS IS NOT IT!",negative,LAPTOP_QUALITY
25," It rarely works and when it does it's incredibly slow. I have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more then 4 months! *IF YOU ARE LOOKING FOR A GOOD LAPTOP, THIS IS NOT IT!",negative,LAPTOP_OPERATION_PERFORMANCE
25," It rarely works and when it does it's incredibly slow. I have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more then 4 months! *IF YOU ARE LOOKING FOR A GOOD LAPTOP, THIS IS NOT IT!",negative,LAPTOP_GENERAL
26, The So called laptop Runs to Slow and I hate it! Do not  buy it! It is the worst laptop ever,negative,LAPTOP_OPERATION_PERFORMANCE
26, The So called laptop Runs to Slow and I hate it! Do not  buy it! It is the worst laptop ever,negative,LAPTOP_GENERAL
27," The Toshiba laptop was a great purchase. The price was very good, and the product is top quality. The delivery was fast, and I would not hesitate to purchase this laptop again.",positive,LAPTOP_GENERAL
27," The Toshiba laptop was a great purchase. The price was very good, and the product is top quality. The delivery was fast, and I would not hesitate to purchase this laptop again.",positive,LAPTOP_PRICE
27," The Toshiba laptop was a great purchase. The price was very good, and the product is top quality. The delivery was fast, and I would not hesitate to purchase this laptop again.",positive,LAPTOP_QUALITY
27," The Toshiba laptop was a great purchase. The price was very good, and the product is top quality. The delivery was fast, and I would not hesitate to purchase this laptop again.",positive,SHIPPING_QUALITY
28, Screen broke 1 month outside warranty. Overall build quality is cheap. Avoid Acer.,negative,DISPLAY_QUALITY
28, Screen broke 1 month outside warranty. Overall build quality is cheap. Avoid Acer.,negative,LAPTOP_QUALITY
28, Screen broke 1 month outside warranty. Overall build quality is cheap. Avoid Acer.,negative,LAPTOP_GENERAL
28, Screen broke 1 month outside warranty. Overall build quality is cheap. Avoid Acer.,negative,COMPANY_GENERAL
29, Supper east to use. Retina display is beautiful. Also very quick laptop! Con: Hate that it has no disk drive.,positive,LAPTOP_USABILITY
29, Supper east to use. Retina display is beautiful. Also very quick laptop! Con: Hate that it has no disk drive.,positive,DISPLAY_GENERAL
29, Supper east to use. Retina display is beautiful. Also very quick laptop! Con: Hate that it has no disk drive.,positive,LAPTOP_OPERATION_PERFORMANCE
29, Supper east to use. Retina display is beautiful. Also very quick laptop! Con: Hate that it has no disk drive.,negative,LAPTOP_DESIGN_FEATURES
29, Supper east to use. Retina display is beautiful. Also very quick laptop! Con: Hate that it has no disk drive.,positive,LAPTOP_GENERAL
30, Extremely slow. A masterpiece of crap.,negative,LAPTOP_OPERATION_PERFORMANCE
30, Extremely slow. A masterpiece of crap.,negative,LAPTOP_QUALITY
30, Extremely slow. A masterpiece of crap.,negative,LAPTOP_GENERAL
31," I purchased two laptops (for my husband and 16 year old daughter). My husband uses it mostly for games, email and music. My daughter uses it for games, email, facebook, pictures and music. They were able to set-up with labtops themselves within a few minutes. It works fine with our wireless and they've had not problems. It's a great product for a great price!",positive,LAPTOP_USABILITY
31," I purchased two laptops (for my husband and 16 year old daughter). My husband uses it mostly for games, email and music. My daughter uses it for games, email, facebook, pictures and music. They were able to set-up with labtops themselves within a few minutes. It works fine with our wireless and they've had not problems. It's a great product for a great price!",positive,LAPTOP_CONNECTIVITY
31," I purchased two laptops (for my husband and 16 year old daughter). My husband uses it mostly for games, email and music. My daughter uses it for games, email, facebook, pictures and music. They were able to set-up with labtops themselves within a few minutes. It works fine with our wireless and they've had not problems. It's a great product for a great price!",positive,LAPTOP_GENERAL
31," I purchased two laptops (for my husband and 16 year old daughter). My husband uses it mostly for games, email and music. My daughter uses it for games, email, facebook, pictures and music. They were able to set-up with labtops themselves within a few minutes. It works fine with our wireless and they've had not problems. It's a great product for a great price!",positive,LAPTOP_PRICE
32," Both my husband and I have this model Toshiba. I love everything about it. The only downfall is the battery only last 1.5-2.0 hrs when not plugged in. I would like at least a 4 hr. battery life. Otherwise, all other features are a 1",positive,LAPTOP_GENERAL
32," Both my husband and I have this model Toshiba. I love everything about it. The only downfall is the battery only last 1.5-2.0 hrs when not plugged in. I would like at least a 4 hr. battery life. Otherwise, all other features are a 1",negative,BATTERY_OPERATION_PERFORMANCE
32," Both my husband and I have this model Toshiba. I love everything about it. The only downfall is the battery only last 1.5-2.0 hrs when not plugged in. I would like at least a 4 hr. battery life. Otherwise, all other features are a 1",positive,LAPTOP_DESIGN_FEATURES
33, The laptop was very easy to set up. I did not have to call the support line at all. Everything was so easy.,positive,LAPTOP_GENERAL
33, The laptop was very easy to set up. I did not have to call the support line at all. Everything was so easy.,positive,LAPTOP_USABILITY
34," This is my 3rd Apple Laptop and first MacBook Pro. I love its solid build, light wt and excellent battery life (for now). Excellent LED monitor and well equipped. I love the Apple products.",positive,LAPTOP_QUALITY
34," This is my 3rd Apple Laptop and first MacBook Pro. I love its solid build, light wt and excellent battery life (for now). Excellent LED monitor and well equipped. I love the Apple products.",positive,LAPTOP_DESIGN_FEATURES
34," This is my 3rd Apple Laptop and first MacBook Pro. I love its solid build, light wt and excellent battery life (for now). Excellent LED monitor and well equipped. I love the Apple products.",positive,BATTERY_OPERATION_PERFORMANCE
34," This is my 3rd Apple Laptop and first MacBook Pro. I love its solid build, light wt and excellent battery life (for now). Excellent LED monitor and well equipped. I love the Apple products.",positive,DISPLAY_DESIGN_FEATURES
34," This is my 3rd Apple Laptop and first MacBook Pro. I love its solid build, light wt and excellent battery life (for now). Excellent LED monitor and well equipped. I love the Apple products.",positive,COMPANY_GENERAL
34," This is my 3rd Apple Laptop and first MacBook Pro. I love its solid build, light wt and excellent battery life (for now). Excellent LED monitor and well equipped. I love the Apple products.",positive,LAPTOP_GENERAL
35," Summary: Dont buy HP. If you buy, pray you dont have major prolems.",negative,COMPANY_GENERAL
35," Summary: Dont buy HP. If you buy, pray you dont have major prolems.",negative,LAPTOP_GENERAL
36, Awesome laptop and the perfect size to carry around in college. I couldn't believe how long the battery lasted on a single charge. I loaded windows 7 via Bootcamp and it works flawlessly! Simply amazing computer!!,positive,LAPTOP_GENERAL
36, Awesome laptop and the perfect size to carry around in college. I couldn't believe how long the battery lasted on a single charge. I loaded windows 7 via Bootcamp and it works flawlessly! Simply amazing computer!!,positive,LAPTOP_DESIGN_FEATURES
36, Awesome laptop and the perfect size to carry around in college. I couldn't believe how long the battery lasted on a single charge. I loaded windows 7 via Bootcamp and it works flawlessly! Simply amazing computer!!,positive,LAPTOP_PORTABILITY
36, Awesome laptop and the perfect size to carry around in college. I couldn't believe how long the battery lasted on a single charge. I loaded windows 7 via Bootcamp and it works flawlessly! Simply amazing computer!!,positive,BATTERY_OPERATION_PERFORMANCE
36, Awesome laptop and the perfect size to carry around in college. I couldn't believe how long the battery lasted on a single charge. I loaded windows 7 via Bootcamp and it works flawlessly! Simply amazing computer!!,positive,OS_OPERATION_PERFORMANCE
37," Since I purchased my Toshiba netbook, I have been very pleased with it, I have a laptob and a desktop. The netbook is easier for me to take to bed and carry around with me. The screen takes some getting use to, because it is smaller than the laptop. I have not have any problems.",positive,LAPTOP_GENERAL
37," Since I purchased my Toshiba netbook, I have been very pleased with it, I have a laptob and a desktop. The netbook is easier for me to take to bed and carry around with me. The screen takes some getting use to, because it is smaller than the laptop. I have not have any problems.",positive,LAPTOP_PORTABILITY
37," Since I purchased my Toshiba netbook, I have been very pleased with it, I have a laptob and a desktop. The netbook is easier for me to take to bed and carry around with me. The screen takes some getting use to, because it is smaller than the laptop. I have not have any problems.",neutral,DISPLAY_USABILITY
37," Since I purchased my Toshiba netbook, I have been very pleased with it, I have a laptob and a desktop. The netbook is easier for me to take to bed and carry around with me. The screen takes some getting use to, because it is smaller than the laptop. I have not have any problems.",neutral,DISPLAY_DESIGN_FEATURES
38," This is the first laptop I've owned, althougth I used several at my previous job. The screen graphics and clarity, and sharpness are great. I've already recommended this laptop to a friend who eye'd the computer when I took it out of my bag.",positive,DISPLAY_QUALITY
38," This is the first laptop I've owned, althougth I used several at my previous job. The screen graphics and clarity, and sharpness are great. I've already recommended this laptop to a friend who eye'd the computer when I took it out of my bag.",positive,LAPTOP_GENERAL
39, This laptop serves all my needs. Screen size is perfect for portable use in any environment. Price and purpose is awesome!,positive,LAPTOP_GENERAL
39, This laptop serves all my needs. Screen size is perfect for portable use in any environment. Price and purpose is awesome!,positive,DISPLAY_DESIGN_FEATURES
39, This laptop serves all my needs. Screen size is perfect for portable use in any environment. Price and purpose is awesome!,positive,LAPTOP_PORTABILITY
39, This laptop serves all my needs. Screen size is perfect for portable use in any environment. Price and purpose is awesome!,positive,LAPTOP_PRICE
